Country.Other|TotalCases|NewCases|TotalDeaths|NewDeaths|TotalRecovered|ActiveCases|Serious.Critical|Tot.Cases.1M.pop|Tot.Deaths.1M.pop|Sys Date|Last updated
157|Zambia|2|NA|NA|NA|NA|2|NA|0.1||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
158|Cayman Islands|1|NA|1|NA|NA|0|NA|15||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
159|Nepal|1|NA|NA|NA|1|0|NA|0.03||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
160|Antigua and Barbuda|1|NA|NA|NA|NA|1|NA|10||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
161|Bhutan|1|NA|NA|NA|NA|1|NA|1||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
162|CAR|1|NA|NA|NA|NA|1|NA|0.2||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
163|Chad|1|1|NA|NA|NA|1|NA|0.06||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
164|Congo|1|NA|NA|NA|NA|1|NA|0.2||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
165|Djibouti|1|NA|NA|NA|NA|1|NA|1||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
166|El Salvador|1|1|NA|NA|NA|1|NA|0.2||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
167|Fiji|1|1|NA|NA|NA|1|NA|1||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
168|Gambia|1|NA|NA|NA|NA|1|NA|0.4||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
169|Guinea|1|NA|NA|NA|NA|1|NA|0.08||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
170|Vatican City|1|NA|NA|NA|NA|1|NA|1248||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
171|Montserrat|1|NA|NA|NA|NA|1|NA|200||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
172|Nicaragua|1|1|NA|NA|NA|1|NA|0.2||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
173|St. Vincent Grenadines|1|NA|NA|NA|NA|1|NA|9||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
174|Sint Maarten|1|NA|NA|NA|NA|1|NA|23||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
175|Somalia|1|NA|NA|NA|NA|1|NA|0.06||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
176|Suriname|1|NA|NA|NA|NA|1|NA|2||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
177|Eswatini|1|NA|NA|NA|NA|1|NA|0.9||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
178|Togo|1|NA|NA|NA|NA|1|NA|0.1||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
179|Total:|228693|9905|9377|434|86254|133062|6942|29.3||2020-03-19 11:04:28|March 19, 2020, 15:00 GMT
1|China|80967|39|3248|3|71150|6569|2136|56||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
2|Italy|41035|NA|3405|NA|4440|33190|2498|679||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
3|Iran|18407|NA|1284|NA|5979|11144|NA|219||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
4|Spain|18077|NA|831|NA|1107|16139|939|387||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
5|Germany|15320|NA|44|NA|115|15161|2|183||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
6|USA|14316|527|218|10|121|13977|64|43||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
7|France|10995|NA|372|NA|1295|9328|1122|168||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
8|S. Korea|8652|87|94|3|2233|6325|59|169||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
9|Switzerland|4222|NA|43|NA|15|4164|NA|488||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
10|UK|3269|NA|144|NA|65|3060|20|48||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
11|Netherlands|2460|NA|76|NA|2|2382|45|144||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
12|Austria|2179|NA|6|NA|9|2164|13|242||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
13|Belgium|1795|NA|21|NA|165|1609|130|155||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
14|Norway|1790|NA|7|NA|1|1782|27|330||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
15|Sweden|1439|NA|11|NA|16|1412|21|142||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
16|Denmark|1151|NA|6|NA|1|1144|30|199||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
17|Japan|943|NA|33|NA|191|719|46|7||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
18|Malaysia|900|NA|2|NA|75|823|15|28||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
19|Canada|873|NA|12|NA|11|850|1|23||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
20|Portugal|786|NA|4|NA|4|778|20|77||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
21|Australia|756|NA|7|NA|46|703|1|30||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
22|Diamond Princess|712|NA|7|NA|527|178|14|NA||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
23|Czechia|694|NA|NA|NA|3|691|6|65||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
24|Israel|677|NA|NA|NA|14|663|6|78||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
25|Brazil|647|7|7|NA|2|638|18|3||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
26|Ireland|557|NA|3|NA|5|549|6|113||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
27|Greece|464|NA|6|NA|19|439|16|45||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
28|Qatar|460|NA|NA|NA|10|450|6|160||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
29|Pakistan|454|NA|2|NA|13|439|NA|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
30|Finland|400|NA|NA|NA|10|390|2|72||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
31|Turkey|359|NA|4|NA|NA|355|NA|4||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
32|Poland|355|NA|5|NA|13|337|3|9||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
33|Singapore|345|NA|NA|NA|124|221|14|59||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
34|Chile|342|NA|NA|NA|NA|342|6|18||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
35|Luxembourg|335|NA|4|NA|6|325|1|535||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
36|Iceland|330|NA|NA|NA|5|325|1|967||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
37|Slovenia|319|NA|1|NA|NA|318|6|153||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
38|Indonesia|309|NA|25|NA|15|269|NA|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
39|Bahrain|278|NA|1|NA|110|167|4|163||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
40|Romania|277|NA|NA|NA|25|252|5|14||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
41|Saudi Arabia|274|NA|NA|NA|8|266|NA|8||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
42|Thailand|272|NA|1|NA|42|229|1|4||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
43|Estonia|267|NA|NA|NA|1|266|1|201||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
44|Ecuador|260|NA|3|NA|1|256|2|15||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
45|Egypt|256|NA|7|NA|42|207|NA|3||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
46|Peru|234|NA|1|NA|1|232|7|7||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
47|Philippines|217|NA|17|NA|8|192|1|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
48|Hong Kong|208|NA|4|NA|98|106|4|28||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
49|Russia|199|NA|1|NA|8|190|NA|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
50|India|194|NA|4|NA|20|170|NA|0.1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
51|Iraq|192|NA|13|NA|49|130|NA|5||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
52|Mexico|164|46|1|NA|4|159|1|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
53|Lebanon|157|NA|4|NA|4|149|3|23||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
54|South Africa|150|NA|NA|NA|NA|150|NA|3||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
55|Kuwait|148|NA|NA|NA|18|130|5|35||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
56|San Marino|144|NA|14|NA|4|126|12|4244||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
57|UAE|140|NA|NA|NA|31|109|2|14||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
58|Panama|137|NA|1|NA|1|135|7|32||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
59|Argentina|128|NA|3|NA|3|122|NA|3||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
60|Slovakia|124|NA|NA|NA|NA|124|2|23||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
61|Armenia|122|NA|NA|NA|1|121|2|41||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
62|Croatia|110|NA|1|NA|5|104|NA|27||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
63|Taiwan|108|NA|1|NA|26|81|NA|5||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
64|Colombia|108|NA|NA|NA|1|107|NA|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
65|Bulgaria|107|NA|3|NA|NA|104|NA|15||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
66|Serbia|103|NA|NA|NA|1|102|4|12||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
67|Uruguay|94|15|NA|NA|NA|94|NA|27||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
68|Algeria|90|NA|9|NA|32|49|NA|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
69|Costa Rica|87|NA|1|NA|NA|86|2|17||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
70|Latvia|86|NA|NA|NA|1|85|NA|46||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
71|Vietnam|85|NA|NA|NA|16|69|NA|0.9||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
72|Andorra|74|NA|NA|NA|1|73|NA|958||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
73|Hungary|73|NA|1|NA|2|70|4|8||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
74|Brunei|73|NA|NA|NA|NA|73|2|167||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
75|Faeroe Islands|72|NA|NA|NA|1|71|NA|1474||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
76|Jordan|69|NA|NA|NA|1|68|NA|7||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
77|Cyprus|67|NA|NA|NA|NA|67|1|55||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
78|Albania|64|NA|2|NA|NA|62|2|22||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
79|Bosnia and Herzegovina|64|NA|NA|NA|2|62|NA|20||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
80|Morocco|63|NA|2|NA|2|59|1|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
81|Sri Lanka|60|NA|NA|NA|3|57|NA|3||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
82|Malta|53|NA|NA|NA|2|51|NA|120||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
83|Belarus|51|NA|NA|NA|5|46|NA|5||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
84|North Macedonia|50|NA|NA|NA|1|49|1|24||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
85|Moldova|49|NA|1|NA|1|47|3|12||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
86|Lithuania|48|NA|NA|NA|1|47|1|18||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
87|Oman|48|NA|NA|NA|13|35|NA|9||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
88|Palestine|47|NA|NA|NA|NA|47|NA|9||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
89|Kazakhstan|44|NA|3|NA|NA|41|NA|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
90|Azerbaijan|44|NA|1|NA|7|36|NA|4||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
91|Venezuela|42|NA|NA|NA|NA|42|NA|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
92|Georgia|40|NA|NA|NA|1|39|1|10||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
93|Tunisia|39|NA|1|NA|1|37|2|3||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
94|New Zealand|39|11|NA|NA|NA|39|NA|8||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
95|Cambodia|37|NA|NA|NA|1|36|NA|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
96|Senegal|36|NA|NA|NA|2|34|NA|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
97|Dominican Republic|34|NA|2|NA|NA|32|NA|3||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
98|Burkina Faso|33|NA|1|NA|NA|32|NA|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
99|Guadeloupe|33|NA|NA|NA|NA|33|NA|82||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
100|Liechtenstein|28|NA|NA|NA|NA|28|NA|734||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
101|Réunion|28|NA|NA|NA|NA|28|NA|31||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
102|Ukraine|26|NA|3|NA|NA|23|NA|0.6||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
103|Martinique|23|NA|1|NA|NA|22|NA|61||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
104|Uzbekistan|23|NA|NA|NA|NA|23|NA|0.7||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
105|Afghanistan|22|NA|NA|NA|1|21|NA|0.6||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
106|Bangladesh|18|NA|1|NA|3|14|NA|0.1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
107|Macao|17|NA|NA|NA|10|7|NA|26||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
108|Cuba|16|5|1|NA|NA|15|NA|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
109|Jamaica|15|NA|1|NA|2|12|NA|5||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
110|Bolivia|15|NA|NA|NA|NA|15|NA|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
111|French Guiana|15|NA|NA|NA|NA|15|NA|50||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
112|DRC|14|NA|NA|NA|NA|14|NA|0.2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
113|Cameroon|13|NA|NA|NA|NA|13|NA|0.5||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
114|Maldives|13|NA|NA|NA|NA|13|NA|24||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
115|Montenegro|13|NA|NA|NA|NA|13|NA|21||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
116|Paraguay|13|NA|NA|NA|NA|13|1|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
117|Nigeria|12|NA|NA|NA|1|11|NA|0.06||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
118|Guam|12|NA|NA|NA|NA|12|NA|71||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
119|Honduras|12|NA|NA|NA|NA|12|NA|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
120|Channel Islands|11|NA|NA|NA|NA|11|NA|63||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
121|Ghana|11|NA|NA|NA|NA|11|NA|0.4||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
122|Rwanda|11|NA|NA|NA|NA|11|NA|0.8||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
123|Monaco|10|NA|NA|NA|NA|10|NA|255||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
124|Gibraltar|10|NA|NA|NA|2|8|NA|297||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
125|Guatemala|9|NA|1|NA|NA|8|NA|0.5||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
126|Ivory Coast|9|NA|NA|NA|1|8|NA|0.3||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
127|Trinidad and Tobago|9|NA|NA|NA|NA|9|NA|6||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
128|Ethiopia|7|NA|NA|NA|NA|7|NA|0.06||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
129|Kenya|7|NA|NA|NA|NA|7|NA|0.1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
130|Mauritius|7|NA|NA|NA|NA|7|NA|6||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
131|Equatorial Guinea|6|NA|NA|NA|NA|6|NA|4||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
132|French Polynesia|6|NA|NA|NA|NA|6|NA|21||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
133|Mongolia|6|NA|NA|NA|NA|6|NA|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
134|Puerto Rico|6|NA|NA|NA|NA|6|NA|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
135|Seychelles|6|NA|NA|NA|NA|6|NA|61||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
136|Tanzania|6|NA|NA|NA|NA|6|NA|0.1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
137|Guyana|5|NA|1|NA|NA|4|NA|6||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
138|Aruba|5|NA|NA|NA|1|4|NA|47||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
139|Barbados|5|NA|NA|NA|NA|5|NA|17||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
140|Mayotte|4|NA|NA|NA|NA|4|NA|15||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
141|Cayman Islands|3|NA|1|NA|NA|2|NA|46||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
142|Curaçao|3|NA|1|NA|NA|2|NA|18||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
143|Bahamas|3|NA|NA|NA|NA|3|NA|8||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
144|Congo|3|NA|NA|NA|NA|3|NA|0.5||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
145|Gabon|3|NA|NA|NA|NA|3|NA|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
146|Kyrgyzstan|3|NA|NA|NA|NA|3|NA|0.5||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
147|Namibia|3|NA|NA|NA|NA|3|NA|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
148|St. Barth|3|NA|NA|NA|NA|3|NA|304||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
149|Saint Martin|3|NA|NA|NA|NA|3|NA|78||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
150|U.S. Virgin Islands|3|NA|NA|NA|NA|3|NA|29||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
151|Sudan|2|NA|1|NA|NA|1|NA|0.05||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
152|Benin|2|NA|NA|NA|NA|2|NA|0.2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
153|Bermuda|2|NA|NA|NA|NA|2|NA|32||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
154|Greenland|2|NA|NA|NA|NA|2|NA|35||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
155|Liberia|2|NA|NA|NA|NA|2|NA|0.4||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
156|Mauritania|2|NA|NA|NA|NA|2|NA|0.4||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
157|New Caledonia|2|NA|NA|NA|NA|2|NA|7||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
158|Saint Lucia|2|NA|NA|NA|NA|2|NA|11||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
159|Zambia|2|NA|NA|NA|NA|2|NA|0.1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
160|Nepal|1|NA|NA|NA|1|0|NA|0.03||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
161|Antigua and Barbuda|1|NA|NA|NA|NA|1|NA|10||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
162|Bhutan|1|NA|NA|NA|NA|1|NA|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
163|CAR|1|NA|NA|NA|NA|1|NA|0.2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
164|Chad|1|NA|NA|NA|NA|1|NA|0.06||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
165|Djibouti|1|NA|NA|NA|NA|1|NA|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
166|El Salvador|1|NA|NA|NA|NA|1|NA|0.2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
167|Fiji|1|NA|NA|NA|NA|1|NA|1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
168|Gambia|1|NA|NA|NA|NA|1|NA|0.4||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
169|Guinea|1|NA|NA|NA|NA|1|NA|0.08||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
170|Vatican City|1|NA|NA|NA|NA|1|NA|1248||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
171|Isle of Man|1|NA|NA|NA|NA|1|NA|12||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
172|Montserrat|1|NA|NA|NA|NA|1|NA|200||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
173|Nicaragua|1|NA|NA|NA|NA|1|NA|0.2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
174|Niger|1|NA|NA|NA|NA|1|NA|0.04||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
175|St. Vincent Grenadines|1|NA|NA|NA|NA|1|NA|9||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
176|Sint Maarten|1|NA|NA|NA|NA|1|NA|23||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
177|Somalia|1|NA|NA|NA|NA|1|NA|0.06||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
178|Suriname|1|NA|NA|NA|NA|1|NA|2||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
179|Eswatini|1|NA|NA|NA|NA|1|NA|0.9||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
180|Togo|1|NA|NA|NA|NA|1|NA|0.1||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
181|Total:|245630|737|10048|16|88437|147145|7378|31.5||2020-03-19 22:48:08|March 20, 2020, 02:40 GMT
1|China|80967|39|3248|3|71150|6569|2136|56||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
2|Italy|41035|NA|3405|NA|4440|33190|2498|679||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
3|Spain|19980|1903|1002|171|1588|17390|939|427||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
4|Iran|19644|1237|1433|149|5979|12232|NA|234||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
5|Germany|17372|2052|44|NA|115|17213|2|207||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
6|USA|14366|577|217|10|125|14024|64|43||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
7|France|10995|NA|372|NA|1295|9328|1122|168||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
8|S. Korea|8652|87|94|3|2233|6325|59|169||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
9|Switzerland|4898|676|43|NA|15|4840|NA|566||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
10|UK|3269|NA|144|NA|65|3060|20|48||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
11|Netherlands|2460|NA|76|NA|2|2382|45|144||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
12|Austria|2333|154|6|NA|9|2318|14|259||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
13|Belgium|2257|462|37|16|204|2016|164|195||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
14|Norway|1835|45|7|NA|1|1827|27|338||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
15|Sweden|1456|17|11|NA|16|1429|21|144||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
16|Denmark|1226|75|9|3|1|1216|37|212||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
17|Malaysia|1030|130|2|NA|87|941|26|32||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
18|Portugal|1020|234|6|2|5|1009|26|100||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
19|Japan|963|20|33|NA|215|715|50|8||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
20|Australia|876|120|7|NA|46|823|2|34||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
21|Canada|873|NA|12|NA|11|850|1|23||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
22|Czechia|774|80|NA|NA|4|770|6|72||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
23|Diamond Princess|712|NA|7|NA|527|178|14|NA||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
24|Israel|705|28|NA|NA|15|690|10|81||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
25|Brazil|647|7|7|NA|2|638|18|3||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
26|Ireland|557|NA|3|NA|5|549|6|113||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
27|Luxembourg|484|149|4|NA|6|474|1|773||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
28|Pakistan|467|13|3|1|13|451|NA|2||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
29|Greece|464|NA|6|NA|19|439|16|45||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
30|Qatar|460|NA|NA|NA|10|450|6|160||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
31|Finland|430|30|NA|NA|10|420|2|78||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
32|Iceland|409|79|NA|NA|5|404|1|1199||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
33|Singapore|385|40|NA|NA|124|261|14|66||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
34|Poland|378|23|6|1|13|359|3|10||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
35|Indonesia|369|60|32|7|17|320|NA|1||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
36|Turkey|359|NA|4|NA|NA|355|NA|4||2020-03-20 08:33:24|March 20, 2020, 12:32 GMT
